Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Goldcorp,14.216,4.37,-4.4035,21.428,1290,Materials,Diversified Metals & Mining,North America,Canada,Canada,,David Garofalo,http://www.forbes.com/companies/goldcorp/,-0.205502146723913,-1.00766590389016
Samsung SDS,10.995,6.939,0.3879,5.4,1290,Information Technology,Computer Services,Asia,South Korea,South Korea,,Dong-Soo Jun,http://www.forbes.com/companies/samsung-sds/,0.0718333333333333,0.0559014267185473
Turkcell,9.282,4.692,0.7531,9.063,1292,Telecommunication Services,Telecommunications services,Europe,Turkey,Turkey,,Muhterem Terzioglu,http://www.forbes.com/companies/turkcell/,0.0830961050424804,0.160507246376812
Assurant,5.057,10.329,0.1416,30.043,1293,Financials,Diversified Insurance,North America,United States,New York,New York,Alan Colberg,http://www.forbes.com/companies/assurant/,0.00471324434976534,0.0137089747313389
Petronas Chemicals,13.749,3.462,0.7116,7.41,1293,Materials,Specialized Chemicals,Asia,Malaysia,Malaysia,,Sazali Hamzah,http://www.forbes.com/companies/petronas-chemicals/,0.0960323886639676,0.205545927209705
Charoen Pokphand Foods,5.635,12.294,0.3227,13.735,1295,Consumer Staples,Food Processing,Asia,Thailand,Thailand,,Adirek Sripratak,http://www.forbes.com/companies/charoen-pokphand-foods/,0.0234947215143793,0.0262485765414023
Direct Line Insurance,6.843,4.884,0.6314,13.184,1296,Financials,Diversified Insurance,Europe,United Kingdom,United Kingdom,,Paul Geddes,http://www.forbes.com/companies/direct-line-insurance/,0.0478913834951456,0.129279279279279
Arab Bank,5.471,2.296,0.4306,49.045,1297,Financials,Regional Banks,Asia,Jordan,Jordan,,Nehme Sabbagh,http://www.forbes.com/companies/arab-bank/,0.00877969211948211,0.187543554006969
Goodman Group,9.288,1.009,1.2116,8.921,1298,Financials,Real Estate,Australia,Australia,Australia,,Craig Edinger,http://www.forbes.com/companies/goodman-group/,0.135814370586257,1.200792864222
Bank of Zhengzhou,2.943,2.161,0.5344,40.905,1299,Financials,Regional Banks,Asia,China,China,,Da Fan,http://www.forbes.com/companies/bank-of-zhengzhou/,0.0130644175528664,0.24729291994447
ARM Holdings,18.979,1.532,0.5214,3.207,1300,Information Technology,Semiconductors,Europe,United Kingdom,United Kingdom,,Simon Segars,http://www.forbes.com/companies/arm-holdings/,0.162581852198316,0.340339425587467
Li & Fung,5.403,18.831,0.421,7.933,1300,Industrials,Trading Companies,Asia,Hong Kong,Hong Kong,,Spencer Fung,http://www.forbes.com/companies/li-fung/,0.0530694566998613,0.0223567521639849
Hindustan Petroleum,4.338,34.443,0.2451,14.01,1302,Energy,Oil & Gas Operations,Asia,India,India,,Mukesh Surana,http://www.forbes.com/companies/hindustan-petroleum/,0.0174946466809422,0.00711610486891386
Mashreq Bank,3.963,2.28,0.654,31.352,1303,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,Abdul Abdullah Al-Ghurair,http://www.forbes.com/companies/mashreq-bank/,0.0208599132431743,0.286842105263158
Hyundai Marine & Fire,2.574,10.978,0.1876,26.956,1304,Financials,Property & Casualty Insurance,Asia,South Korea,South Korea,,Cheol-Young Lee,http://www.forbes.com/companies/hyundai-marine-fire/,0.0069594895385072,0.0170887229003461
Vicinity Centres,9.94,0.964,0.6582,11.691,1304,Financials,Real Estate,Australia,Australia,Australia,,Angus McNaughton,http://www.forbes.com/companies/vicinity-centres/,0.0562997177315884,0.682780082987552
BCI-Banco Credito,5.161,2.76,0.5051,40.48,1306,Financials,Regional Banks,South America,Chile,Chile,,Eugenio Carvajal,http://www.forbes.com/companies/bci-banco-credito/,0.012477766798419,0.183007246376812
Yamato Holdings,8.566,11.663,0.3018,9.325,1306,Industrials,Trucking,Asia,Japan,Japan,,Makoto Kigawa,http://www.forbes.com/companies/yamato-holdings/,0.0323646112600536,0.0258767041070051
Stockland Australia,7.823,1.631,0.8532,12.064,1308,Financials,Real Estate,Australia,Australia,Australia,,Mark Steinert,http://www.forbes.com/companies/stockland-australia/,0.0707228116710875,0.523114653586757
Electric Power Development,5.632,6.489,0.3612,21.22,1309,Utilities,Electric Utilities,Asia,Japan,Japan,,Yasuo Maeda,http://www.forbes.com/companies/electric-power-development/,0.0170216776625825,0.055663430420712
Ralph Lauren,7.897,7.419,0.479,6.341,1309,Consumer Discretionary,Apparel/Accessories,North America,United States,New York,New York,Nathan Goodman,http://www.forbes.com/companies/ralph-lauren/,0.0755401356252957,0.0645639574066586
Masco,10.809,7.501,0.35,5.68,1311,Materials,Construction Materials,North America,United States,Michigan,Michigan,Keith Allman,http://www.forbes.com/companies/masco/,0.0616197183098592,0.0466604452739635
Airports of Thailand,16.553,1.32,0.5673,4.5,1312,Industrials,Other Transportation,Asia,Thailand,Thailand,,Prasong Poontaneat,http://www.forbes.com/companies/airports-of-thailand/,0.126066666666667,0.429772727272727
Hertz Global Holdings,3.892,10.535,0.273,23.358,1312,Financials,Rental & Leasing,North America,United States,Florida,Florida,John Tague,http://www.forbes.com/companies/hertz-global-holdings/,0.0116876444901105,0.0259136212624585
Dai Nippon Printing,6.71,12.064,0.2427,14.599,1314,Consumer Discretionary,Printing & Publishing,Asia,Japan,Japan,,Yoshitoshi Kitajima,http://www.forbes.com/companies/dai-nippon-printing/,0.0166244263305706,0.0201177055702918
Hammerson,6.455,0.457,1.1104,13.205,1315,Financials,Real Estate,Europe,United Kingdom,United Kingdom,,David Atkins,http://www.forbes.com/companies/hammerson/,0.0840893600908747,2.42975929978118
Industrial Alliance Insurance,3.361,6.487,0.3017,37.188,1316,Financials,Life & Health Insurance,North America,Canada,Canada,,Yvon Charest,http://www.forbes.com/companies/industrial-alliance-insurance/,0.00811283209637518,0.0465084014182211
Sika,10.294,5.701,0.478,4.919,1316,Materials,Construction Materials,Europe,Switzerland,Switzerland,,Jan Jenisch,http://www.forbes.com/companies/sika/,0.0971742224029274,0.083844939484301
United Utilities,9.002,2.653,0.4329,17.584,1316,Utilities,Diversified Utilities,Europe,United Kingdom,United Kingdom,,Steven Mogford,http://www.forbes.com/companies/united-utilities/,0.0246189717925387,0.163173765548436
Torchmark,6.927,3.766,0.5271,19.853,1319,Financials,Life & Health Insurance,North America,United States,Texas,Texas,Gary Coleman,http://www.forbes.com/companies/torchmark/,0.0265501435551302,0.13996282527881
E-mart,4.375,12.052,0.4018,12.361,1320,Consumer Discretionary,Discount Stores,Asia,South Korea,South Korea,,Hae-Sung Kim,http://www.forbes.com/companies/e-mart/,0.0325054607232425,0.0333388649186857
Inner Mongolia Baotou Steel,15.796,3.553,-0.5261,22.319,1321,Materials,Iron & Steel,Asia,China,China,,Wei Wang,http://www.forbes.com/companies/inner-mongolia-baotou-steel/,-0.0235718446166943,-0.148072051787222
Ingram Micro,5.196,43.026,0.2151,12.307,1322,Information Technology,Electronics,North America,United States,California,California,Alain Monié,http://www.forbes.com/companies/ingram-micro/,0.0174778581295198,0.00499930274717613
Zoetis,24.155,4.765,0.339,7.913,1323,Health Care,Pharmaceuticals,North America,United States,New Jersey,New Jersey,Juan Alaix,http://www.forbes.com/companies/zoetis/,0.0428408947301908,0.0711437565582372
Spirit AeroSystems,6.239,6.644,0.7884,5.778,1324,Industrials,Aerospace & Defense,North America,United States,Kansas,Kansas,Larry Lawson,http://www.forbes.com/companies/spirit-aerosystems/,0.136448598130841,0.118663455749548
Expeditors International,8.936,6.617,0.4572,2.582,1325,Industrials,Air Courier,North America,United States,Washington,Washington,Jeffrey Musser,http://www.forbes.com/companies/expeditors-international/,0.17707203718048,0.0690947559316911
Kobe Steel,4.009,15.419,0.0709,18.555,1325,Materials,Iron & Steel,Asia,Japan,Japan,,Hiroshi Sato,http://www.forbes.com/companies/kobe-steel/,0.00382107248720022,0.00459822297165834
Banca MPS,2.248,5.179,-0.1242,183.842,1327,Financials,Regional Banks,Europe,Italy,Italy,,Fabrizio Viola,http://www.forbes.com/companies/banca-mps/,-0.000675580117709773,-0.0239814636030122
Fukuoka Financial Group,3.221,1.901,0.3485,135.859,1328,Financials,Regional Banks,Asia,Japan,Japan,,Masaaki Tani,http://www.forbes.com/companies/fukuoka-financial-group/,0.00256515946680014,0.183324566017885
Norwegian Cruise Line Holdings,11.042,4.345,0.4271,12.265,1329,,,North America,United States,Florida,Florida,Frank Del Rio,http://www.forbes.com/companies/norwegian-cruise-line-holdings/,0.0348226661231145,0.0982968929804373
Illumina,21.119,2.22,0.4616,3.688,1330,Health Care,Biotechs,North America,United States,California,California,Jay Flatley,http://www.forbes.com/companies/illumina/,0.125162689804772,0.207927927927928
Shimano,14.229,3.128,0.6293,3.567,1331,Consumer Discretionary,Recreational Products,Asia,Japan,Japan,,Yozo Shimano,http://www.forbes.com/companies/shimano/,0.176422764227642,0.201182864450128
Signet Jewelers,8.772,6.55,0.4679,6.474,1332,Consumer Discretionary,Specialty Stores,North America,Bermuda,Bermuda,,Mark Light,http://www.forbes.com/companies/signet-jewelers/,0.0722737102255174,0.0714351145038168
Hanesbrands,11.078,5.732,0.4289,5.619,1333,Consumer Discretionary,Apparel/Accessories,North America,United States,North Carolina,North Carolina,Richard Noll,http://www.forbes.com/companies/hanesbrands/,0.0763303078839651,0.0748255408234473
Pioneer Natural Resources,25.063,4.018,-0.279,15.154,1334,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Scott Sheffield,http://www.forbes.com/companies/pioneer-natural-resources/,-0.0184109805991817,-0.069437531110005
Hyosung,4.079,11.008,0.4353,11.951,1335,Materials,Diversified Metals & Mining,Asia,South Korea,South Korea,,Seok-Rae Cho,http://www.forbes.com/companies/hyosung/,0.0364237302317798,0.0395439680232558
Toppan Printing,6.189,12.398,0.2026,15.577,1336,Consumer Discretionary,Printing & Publishing,Asia,Japan,Japan,,Naoki Adachi,http://www.forbes.com/companies/toppan-printing/,0.0130063555241703,0.0163413453782868
Dassault Systemes,20.218,3.178,0.466,7.214,1337,Information Technology,Software & Programming,Europe,France,France,,Bernard Charlès,http://www.forbes.com/companies/dassault-systemes/,0.0645966176878292,0.146633102580239
Shionogi,18.496,2.475,0.4912,5.246,1337,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Motozo Shiono,http://www.forbes.com/companies/shionogi-co/,0.0936332443766679,0.198464646464646
GKN,7.223,11.048,0.301,11.068,1339,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,United Kingdom,,Nigel Stein,http://www.forbes.com/companies/gkn/,0.0271955186122154,0.0272447501810282
HCP,15.758,2.541,-0.5147,21.45,1340,Financials,Real Estate,North America,United States,California,California,Lauralee Martin,http://www.forbes.com/companies/hcp/,-0.023995337995338,-0.202558048012594
Aramark,8.218,14.337,0.2438,10.15,1341,,,North America,United States,Pennsylvania,Pennsylvania,Eric Foss,http://www.forbes.com/companies/aramark/,0.0240197044334975,0.0170049522215247
MOL Hungarian Oil,6.264,14.683,-0.9828,13.503,1342,Energy,Oil & Gas Operations,Europe,Hungary,Hungary,,Zsolt Hernádi,http://www.forbes.com/companies/mol-hungarian-oil/,-0.0727838258164852,-0.066934550160049
JB Hunt Transport,9.689,6.276,0.4354,3.654,1343,Industrials,Trucking,North America,United States,Arkansas,Arkansas,John Roberts,http://www.forbes.com/companies/jb-hunt-transport/,0.119157088122605,0.0693753983428936
MISC,10.145,2.79,0.6312,11.072,1344,Industrials,Other Transportation,Asia,Malaysia,Malaysia,,Yang Yee,http://www.forbes.com/companies/misc/,0.0570086705202312,0.226236559139785
Eisai,19.404,4.679,0.3708,8.464,1345,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Haruo Naito,http://www.forbes.com/companies/eisai/,0.0438090737240076,0.0792477025005343
Electrolux Group,8.203,14.64,0.1856,9.901,1346,Consumer Discretionary,Household Appliances,Europe,Sweden,Sweden,,Jonas Samuelson,http://www.forbes.com/companies/electrolux-group/,0.0187455812544187,0.0126775956284153
AVIC Capita,8.087,1.323,0.3679,23.468,1347,,,Asia,China,China,,Hui Gu,http://www.forbes.com/companies/avic-capita/,0.0156766660985171,0.278080120937264
Chugoku Electric Power,4.816,10.435,0.2243,25.239,1348,Utilities,Electric Utilities,Asia,Japan,Japan,,Takashi Yamashita,http://www.forbes.com/companies/chugoku-electric-power/,0.00888703989856967,0.0214949688548155
BBMG,6.463,6.153,0.3205,20.135,1349,Materials,Construction Materials,Asia,China,China,,Wei Jiang,http://www.forbes.com/companies/bbmg/,0.0159175564936677,0.0520884121566715
China International Marine,5.512,9.283,0.3161,16.441,1350,Industrials,Heavy Equipment,Asia,China,China,,Bo Mai,http://www.forbes.com/companies/china-international-marine/,0.0192263244328204,0.0340514919745772
SES,9.567,2.234,0.604,11.623,1351,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,Luxembourg,,Karim Sabbagh,http://www.forbes.com/companies/ses/,0.0519659296223006,0.270367054610564
Weatherford International,7.291,9.433,-1.985,14.787,1352,Energy,Oil Services & Equipment,Europe,Switzerland,Switzerland,,Bernard Duroc-Danner,http://www.forbes.com/companies/weatherford-international/,-0.134239534726449,-0.210431464009329
Fortum,12.882,3.836,-0.1597,24.732,1353,Utilities,Electric Utilities,Europe,Finland,Finland,,Pekka Lundmark,http://www.forbes.com/companies/fortum/,-0.00645722141355329,-0.0416319082377477
Juniper Networks,9.13,4.859,0.6337,8.619,1354,Information Technology,Communications Equipment,North America,United States,California,California,Rami Rahim,http://www.forbes.com/companies/juniper-networks/,0.073523610627683,0.13041778143651
Taylor Wimpey,8.257,4.797,0.7488,6.68,1354,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Peter Redfern,http://www.forbes.com/companies/taylor-wimpey/,0.112095808383234,0.15609756097561
Alexion Pharmaceuticals,35.751,2.543,0.1444,13.133,1356,Health Care,Biotechs,North America,United States,Connecticut,Connecticut,David Hallal,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.0109952029239321,0.0567833267793944
Shaw Communications,8.969,4.08,0.6482,11.068,1357,Consumer Discretionary,Broadcasting & Cable,North America,Canada,Canada,,Bradley Shaw,http://www.forbes.com/companies/shaw-communications/,0.0585652331044453,0.158872549019608
Jyske Bank,4.041,2.453,0.3681,79.1,1358,Financials,Regional Banks,Europe,Denmark,Denmark,,Anders Dam,http://www.forbes.com/companies/jyske-bank/,0.00465360303413401,0.150061149612719
Jabil Circuit,3.434,18.651,0.369,9.898,1359,Information Technology,Electronics,North America,United States,Florida,Florida,Mark Mondello,http://www.forbes.com/companies/jabil-circuit/,0.0372802586381087,0.0197844619591443
Aeroports de Paris,11.974,3.234,0.4768,11.336,1360,Industrials,Other Transportation,Europe,France,France,,Augustin de Beaune,http://www.forbes.com/companies/aeroports-de-paris/,0.042060691601976,0.14743351886209
Ahli United Bank,4.166,1.439,0.5235,33.965,1361,Financials,Regional Banks,Asia,Bahrain,Bahrain,,Adel Shafe El-Labban,http://www.forbes.com/companies/ahli-united-bank/,0.0154129250699249,0.363794301598332
Sharp,2.199,21.797,-2.6722,14.392,1361,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Shigeaki Mizushima,http://www.forbes.com/companies/sharp/,-0.185672595886604,-0.122594852502638
Naver,19.013,2.873,0.4583,3.74,1363,Information Technology,Computer Services,Asia,South Korea,South Korea,,Sang-Hun Kim,http://www.forbes.com/companies/naver/,0.122540106951872,0.159519665854507
Hexagon,14.535,3.374,0.554,8.073,1364,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Ola Rollén,http://www.forbes.com/companies/hexagon/,0.0686238077542425,0.164196799051571
Kawasaki Heavy Industries,5.125,12.681,0.2997,15.066,1364,Industrials,Heavy Equipment,Asia,Japan,Japan,,Shigeru Murayama,http://www.forbes.com/companies/kawasaki-heavy-industries/,0.0198924731182796,0.0236337828246984
Unicharm,13.34,6.102,0.3346,5.841,1366,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Takahisa Takahara,http://www.forbes.com/companies/unicharm/,0.0572847115219997,0.0548344804981973
Commercial International Bank,5.547,2.288,0.6129,22.925,1367,Financials,Regional Banks,Africa,Egypt,Egypt,,Hisham Abdel Hafez,http://www.forbes.com/companies/commercial-international-bank/,0.0267350054525627,0.267875874125874
Persimmon,8.388,4.433,0.7974,5.633,1368,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Jeffrey Fairburn,http://www.forbes.com/companies/persimmon/,0.141558672110776,0.179878186329799
UCB,15.337,4.298,0.3338,11.902,1369,Health Care,Pharmaceuticals,Europe,Belgium,Belgium,,Jean-Christophe Tellier,http://www.forbes.com/companies/ucb/,0.0280457066039321,0.0776640297812936
Chipotle Mexican Grill,13.088,4.501,0.4756,2.725,1370,Consumer Discretionary,Restaurants,North America,United States,Colorado,Colorado,Steve Ells,http://www.forbes.com/companies/chipotle-mexican-grill/,0.174532110091743,0.105665407687181
Ball,10.723,7.994,0.2809,9.777,1371,Materials,Containers & Packaging,North America,United States,Colorado,Colorado,John Hayes,http://www.forbes.com/companies/ball/,0.0287306944870615,0.0351388541406055
JetBlue Airways,6.583,6.416,0.677,8.66,1371,Industrials,Airline,North America,United States,New York,New York,Robin Hayes,http://www.forbes.com/companies/jetblue-airways/,0.078175519630485,0.105517456359102
